QK_GENERATED_POLICY_DEBUG loaded=bench/qk-policy-cap-20260612/32b-1536mb/policy.json entries=449
Q4K_PRIMITIVE_DEBUG installed=112 skipped_total=595 not_q4_k=322 policy_fused=272 policy_missing=1
Q4K_PRIMITIVE_DEBUG installed_linears blk.0.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.1.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.2.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.3.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.4.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.5.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.6.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.7.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] ...+104
Q6K_PRIMITIVE_DEBUG installed=32 skipped_total=675 not_q6_k=642 policy_fused=33
Q6K_PRIMITIVE_DEBUG installed_linears blk.0.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.1.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.2.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.3.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.4.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.5.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.6.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.7.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] ...+24
using model "Qwen3 32B Awq Compatible Instruct" with 19,762,149,024 bytes and 32,762,123,264 params
scheduled     3 kernels in    12.36 ms | CACHE MISS 50c9ac64 |   47654 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   357.46 ms | CACHE MISS fe198419 |   69856 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   252.14 ms | CACHE MISS 019a16cd |   71234 uops in cache | <frozen runpy>:88
scheduled   977 kernels in  4288.34 ms | CACHE MISS 4063148b |   79485 uops in cache | <frozen runpy>:88
memory reduced from 7359.63 MB -> 70.00 MB, 1928 -> 1 bufs
scheduled    20 kernels in   217.06 ms | CACHE MISS fdea76a4 |  100559 uops in cache | <frozen runpy>:88
scheduled    21 kernels in   152.92 ms | CACHE MISS 19ae0c46 |  101068 uops in cache | <frozen runpy>:88
scheduled    20 kernels in   160.89 ms | CACHE MISS 2fb5afe6 |  101637 uops in cache | <frozen runpy>:88
scheduled    74 kernels in   137.12 ms | CACHE MISS e3e5204f |  102255 uops in cache | <frozen runpy>:88
memory reduced from 157.04 MB -> 2.16 MB, 1030 -> 1 bufs
scheduled     3 kernels in     1.47 ms |  cache hit 50c9ac64 |  122347 uops in cache | <frozen runpy>:88
233.17 ms,   4.29 tok/s,   84.78 GB/s, 19768/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given
233.93 ms,   4.27 tok/s,   84.53 GB/s, 19773/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that
233.32 ms,   4.29 tok/s,   84.77 GB/s, 19778/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the
233.34 ms,   4.29 tok/s,   84.78 GB/s, 19783/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum
232.70 ms,   4.30 tok/s,   85.04 GB/s, 19788/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of
233.86 ms,   4.28 tok/s,   84.64 GB/s, 19793/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the
234.87 ms,   4.26 tok/s,   84.29 GB/s, 19798/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first
235.21 ms,   4.25 tok/s,   84.19 GB/s, 19802/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n
232.64 ms,   4.30 tok/s,   85.14 GB/s, 19807/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms
234.15 ms,   4.27 tok/s,   84.61 GB/s, 19812/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is
233.47 ms,   4.28 tok/s,   84.88 GB/s, 19817/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is
233.77 ms,   4.28 tok/s,   84.80 GB/s, 19822/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 1
238.74 ms,   4.19 tok/s,   83.05 GB/s, 19827/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 10
240.97 ms,   4.15 tok/s,   82.30 GB/s, 19832/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100
240.52 ms,   4.16 tok/s,   82.48 GB/s, 19837/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and
234.44 ms,   4.27 tok/s,   84.64 GB/s, 19842/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the
270.21 ms,   3.70 tok/s,   73.45 GB/s, 19847/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum
234.16 ms,   4.27 tok/s,   84.78 GB/s, 19852/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of
233.56 ms,   4.28 tok/s,   85.02 GB/s, 19856/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the
