QK_GENERATED_POLICY_DEBUG loaded=bench/qk-policy-cap-20260612/32b-1536mb/policy.json entries=449
Q4K_PRIMITIVE_DEBUG installed=112 skipped_total=595 not_q4_k=322 policy_fused=272 policy_missing=1
Q4K_PRIMITIVE_DEBUG installed_linears blk.0.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.1.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.2.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.3.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.4.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.5.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.6.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] blk.7.attn_k.weight:parts=4:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=32)'] ...+104
Q6K_PRIMITIVE_DEBUG installed=32 skipped_total=675 not_q6_k=642 policy_fused=33
Q6K_PRIMITIVE_DEBUG installed_linears blk.0.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.1.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.2.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.3.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.4.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.5.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.6.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] blk.7.attn_v.weight:parts=2:opts=['Opt(op=OptOps.LOCAL, axis=0, arg=64)'] ...+24
using model "Qwen3 32B Awq Compatible Instruct" with 19,762,149,024 bytes and 32,762,123,264 params
scheduled     3 kernels in    12.60 ms | CACHE MISS 50c9ac64 |   47654 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   365.42 ms | CACHE MISS fe198419 |   69856 uops in cache | <frozen runpy>:88
scheduled    25 kernels in   258.18 ms | CACHE MISS 019a16cd |   71234 uops in cache | <frozen runpy>:88
scheduled   977 kernels in  4392.97 ms | CACHE MISS 4063148b |   79485 uops in cache | <frozen runpy>:88
memory reduced from 7359.63 MB -> 70.00 MB, 1928 -> 1 bufs
scheduled    20 kernels in   223.60 ms | CACHE MISS fdea76a4 |  100559 uops in cache | <frozen runpy>:88
scheduled    21 kernels in   157.58 ms | CACHE MISS 19ae0c46 |  101068 uops in cache | <frozen runpy>:88
scheduled    20 kernels in   166.02 ms | CACHE MISS 2fb5afe6 |  101637 uops in cache | <frozen runpy>:88
scheduled    74 kernels in   141.37 ms | CACHE MISS e3e5204f |  102255 uops in cache | <frozen runpy>:88
memory reduced from 157.04 MB -> 2.16 MB, 1030 -> 1 bufs
scheduled     3 kernels in     1.55 ms |  cache hit 50c9ac64 |  122347 uops in cache | <frozen runpy>:88
232.17 ms,   4.31 tok/s,   84.68 GB/s, 19660/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\n
232.50 ms,   4.30 tok/s,   84.58 GB/s, 19665/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay
234.44 ms,   4.27 tok/s,   83.90 GB/s, 19670/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay,
231.97 ms,   4.31 tok/s,   84.82 GB/s, 19675/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so
233.72 ms,   4.28 tok/s,   84.20 GB/s, 19680/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I
236.49 ms,   4.23 tok/s,   83.24 GB/s, 19684/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need
232.69 ms,   4.30 tok/s,   84.62 GB/s, 19689/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to
232.05 ms,   4.31 tok/s,   84.87 GB/s, 19694/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find
238.86 ms,   4.19 tok/s,   82.47 GB/s, 19699/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the
232.78 ms,   4.30 tok/s,   84.65 GB/s, 19704/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum
232.36 ms,   4.30 tok/s,   84.82 GB/s, 19709/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of
232.28 ms,   4.31 tok/s,   84.87 GB/s, 19714/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the
233.52 ms,   4.28 tok/s,   84.44 GB/s, 19719/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first
232.96 ms,   4.29 tok/s,   84.67 GB/s, 19724/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first
243.27 ms,   4.11 tok/s,   81.10 GB/s, 19729/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3
232.99 ms,   4.29 tok/s,   84.70 GB/s, 19734/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n
232.21 ms,   4.31 tok/s,   85.01 GB/s, 19739/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms
239.92 ms,   4.17 tok/s,   82.29 GB/s, 19743/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of
269.46 ms,   3.71 tok/s,   73.29 GB/s, 19748/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an
265.79 ms,   3.76 tok/s,   74.32 GB/s, 19753/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic
233.09 ms,   4.29 tok/s,   84.77 GB/s, 19758/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence
233.02 ms,   4.29 tok/s,   84.81 GB/s, 19763/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence,
233.17 ms,   4.29 tok/s,   84.78 GB/s, 19768/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given
233.36 ms,   4.29 tok/s,   84.73 GB/s, 19773/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that
233.31 ms,   4.29 tok/s,   84.77 GB/s, 19778/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the
232.65 ms,   4.30 tok/s,   85.03 GB/s, 19783/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum
233.91 ms,   4.28 tok/s,   84.60 GB/s, 19788/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of
234.32 ms,   4.27 tok/s,   84.47 GB/s, 19793/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the
232.65 ms,   4.30 tok/s,   85.10 GB/s, 19798/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first
233.25 ms,   4.29 tok/s,   84.90 GB/s, 19802/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n
233.89 ms,   4.28 tok/s,   84.69 GB/s, 19807/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms
233.42 ms,   4.28 tok/s,   84.88 GB/s, 19812/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is
232.86 ms,   4.29 tok/s,   85.11 GB/s, 19817/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is
233.56 ms,   4.28 tok/s,   84.87 GB/s, 19822/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 1
233.61 ms,   4.28 tok/s,   84.88 GB/s, 19827/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 10
233.66 ms,   4.28 tok/s,   84.88 GB/s, 19832/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100
234.40 ms,   4.27 tok/s,   84.63 GB/s, 19837/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and
232.92 ms,   4.29 tok/s,   85.19 GB/s, 19842/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the
234.26 ms,   4.27 tok/s,   84.72 GB/s, 19847/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum
233.64 ms,   4.28 tok/s,   84.97 GB/s, 19852/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of
233.74 ms,   4.28 tok/s,   84.95 GB/s, 19856/23586 MB  --  !ll\nThe sum of the first $n$ terms of an arithmetic sequence is 100, and the sum of the first $2n$ terms is 1000. What is the sum of the first $3n$ terms?\n\n<|im_start|>\nOkay, so I need to find the sum of the first 3n terms of an arithmetic sequence, given that the sum of the first n terms is 100 and the sum of the
